periode_data,wilayah,kecamatan,kelurahan,jenis_kelamin,jumlah_penduduk,rasio_jenis_kelamin,jumlah_kepadatan
2023,JAKARTA BARAT,KEMBANGAN,SRENGSENG,Laki-Laki,29464,99.56,12947.51
2023,JAKARTA TIMUR,MAKASAR,KEBON PALA,Laki-Laki,29573,101.49,25645.11
2023,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMA,Laki-Laki,17731,99.85,2742.1
2023,JAKARTA TIMUR,MAKASAR,CIPINANG MELAYU,Laki-Laki,26896,98.8,21322.61
2023,JAKARTA TIMUR,CIRACAS,CIRACAS,Laki-Laki,42534,100.78,20965.24
2023,JAKARTA TIMUR,CIRACAS,CIBUBUR,Laki-Laki,42671,98.65,17378.97
2023,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,Laki-Laki,30104,98.67,18021.17
2023,JAKARTA TIMUR,CIRACAS,SUSUKAN,Laki-Laki,24743,102.76,22398.61
2023,JAKARTA TIMUR,CIRACAS,RAMBUTAN,Laki-Laki,24059,101.71,20601.64
2023,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,Laki-Laki,17294,102.87,13795.95
2023,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,Laki-Laki,18639,100.93,6646.0
2023,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,Laki-Laki,17526,100.55,7406.06
2023,JAKARTA TIMUR,CIPAYUNG,MUNJUL,Laki-Laki,15960,100.33,15567.78
2023,JAKARTA TIMUR,CIPAYUNG,SETU,Laki-Laki,13806,99.87,9738.07
2023,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,Laki-Laki,17350,100.38,9812.09
2023,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,Laki-Laki,41839,99.72,23226.58
2023,JAKARTA TIMUR,CIPAYUNG,CEGER,Laki-Laki,12334,102.32,8347.72
2023,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,PULAU PANGGANG,Perempuan,3581,104.8,7988.72
2023,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,PULAU KELAPA,Perempuan,3756,100.37,6586.91
2023,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,PULAU HARAPAN,Perempuan,1397,101.79,606.6
2023,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,PULAU UNTUNG JAWA,Perempuan,1322,103.86,2081.74
2023,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,PULAU TIDUNG,Perempuan,3072,102.77,5976.06
2023,KAB.ADM.KEP.SERIBU,KEP. SERIBU SLT,PULAU PARI,Perempuan,1881,103.03,2272.67
2023,JAKARTA PUSAT,GAMBIR,GAMBIR,Perempuan,1462,100.27,1161.85
2023,JAKARTA PUSAT,GAMBIR,CIDENG,Perempuan,9316,94.06,14420.59
2023,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,Perempuan,10550,99.64,18651.99
2023,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,Perempuan,8788,105.15,15833.35
2023,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,Perempuan,5924,101.47,15186.84
2023,JAKARTA PUSAT,GAMBIR,DURI PULO,Perempuan,11757,102.21,34971.17
2023,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,Perempuan,7401,95.87,8150.82
2023,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,Perempuan,15590,101.53,63137.15
2023,JAKARTA PUSAT,SAWAH BESAR,KARTINI,Perempuan,13485,95.22,50673.14
2023,JAKARTA PUSAT,SAWAH BESAR,GUNUNG SAHARI UTARA,Perempuan,10118,95.57,15693.58
2023,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,Perempuan,16737,103.09,26128.94
2023,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,Perempuan,12489,100.54,42331.27
2023,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,Perempuan,19047,98.77,39407.71
2023,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,Perempuan,14011,100.61,53334.36
2023,JAKARTA PUSAT,KEMAYORAN,SERDANG,Perempuan,18475,99.14,45078.81
2023,JAKARTA PUSAT,KEMAYORAN,GUNUNG SAHARI SELATAN,Perempuan,11372,103.09,14196.85
2023,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,Perempuan,20240,99.05,41757.44
2023,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,Perempuan,14064,98.98,24573.27
2023,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,Perempuan,17957,103.05,67455.99
2023,JAKARTA PUSAT,SENEN,SENEN,Perempuan,3957,104.04,9640.39
2023,JAKARTA PUSAT,SENEN,KENARI,Perempuan,5640,103.12,12776.58
2023,JAKARTA PUSAT,SENEN,PASEBAN,Perempuan,14445,99.48,35146.24
2023,JAKARTA PUSAT,SENEN,KRAMAT,Perempuan,17366,103.47,48967.34
2023,JAKARTA PUSAT,SENEN,KWITANG,Perempuan,9354,100.36,42306.51
2023,JAKARTA PUSAT,SENEN,BUNGUR,Perempuan,10800,102.96,34733.99
2023,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,Perempuan,14430,97.06,13058.61
2023,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,Perempuan,21801,99.96,34828.99
2023,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,Perempuan,13385,98.67,21515.21
2023,JAKARTA PUSAT,MENTENG,MENTENG,Perempuan,15428,99.03,12689.3
2023,JAKARTA PUSAT,MENTENG,PEGANGSAAN,Perempuan,13875,102.01,28866.16
2023,JAKARTA PUSAT,MENTENG,CIKINI,Perempuan,4939,101.5,12517.23
2023,JAKARTA PUSAT,MENTENG,GONDANGDIA,Perempuan,2462,89.48,3184.31
2023,JAKARTA PUSAT,MENTENG,KEBON SIRIH,Perempuan,7121,105.18,17786.26
2023,JAKARTA PUSAT,TANAH ABANG,GELORA,Perempuan,1887,97.14,1113.74
2023,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,Perempuan,12881,97.84,16088.25
2023,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Perempuan,11850,101.72,15651.49
2023,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Perempuan,20135,104.05,46677.87
2023,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Perempuan,19564,102.61,31355.19
2023,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Perempuan,13041,99.99,36010.17
2023,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Perempuan,6673,99.09,18300.37
2023,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Perempuan,22656,98.96,38547.89
2023,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Perempuan,13043,102.62,87159.42
2023,JAKARTA PUSAT,JOHAR BARU,GALUR,Perempuan,10739,105.38,82668.94
2023,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Perempuan,23107,103.0,74664.73
2023,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Perempuan,55916,105.67,25404.2
2023,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Perempuan,9161,100.65,1179.4
2023,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Perempuan,23666,100.87,5180.76
2023,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Perempuan,45380,100.08,24678.31
2023,JAKARTA UTARA,PENJARINGAN,PLUIT,Perempuan,30471,95.57,8158.22
2023,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Perempuan,21377,102.23,11223.69
2023,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Perempuan,40058,100.78,15658.27
2023,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Perempuan,24969,101.63,16384.54
2023,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Perempuan,18410,102.88,15705.61
2023,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Perempuan,31324,102.19,36900.18
2023,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Perempuan,44678,97.69,16802.85
2023,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Perempuan,28091,102.13,52438.1
2023,JAKARTA UTARA,KOJA,KOJA,Perempuan,17060,106.49,13704.38
2023,JAKARTA UTARA,KOJA,TUGU UTARA,Perempuan,43884,100.94,36951.74
2023,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTR,PULAU PANGGANG,Laki-Laki,3753,104.8,7988.72
2023,JAKARTA BARAT,KEMBANGAN,MERUYA SELATAN,Laki-Laki,21231,100.03,13178.98
2023,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,Laki-Laki,28197,99.84,13880.3
2023,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,Laki-Laki,35470,101.93,16791.84
2023,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,Laki-Laki,14319,102.71,48355.52
2023,JAKARTA BARAT,PALMERAH,KEMANGGISAN,Laki-Laki,19562,100.27,18595.69
2023,JAKARTA BARAT,PALMERAH,JATIPULO,Laki-Laki,18001,101.79,42733.22
2023,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,Laki-Laki,15950,101.85,47454.42
2023,JAKARTA BARAT,PALMERAH,SLIPI,Laki-Laki,10371,101.74,21091.13
2023,JAKARTA BARAT,PALMERAH,PALMERAH,Laki-Laki,39644,101.78,35647.75
2023,JAKARTA BARAT,KALI DERES,PEGADUNGAN,Laki-Laki,49621,99.57,13221.04
2023,JAKARTA BARAT,KALI DERES,KAMAL,Laki-Laki,36678,103.15,14851.62
2023,JAKARTA BARAT,KALI DERES,TEGAL ALUR,Laki-Laki,54721,101.13,19468.88
2023,JAKARTA BARAT,KALI DERES,SEMANAN,Laki-Laki,47839,103.61,17546.13
2023,JAKARTA BARAT,KALI DERES,KALIDERES,Laki-Laki,47196,101.96,16571.57
2023,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,Laki-Laki,20253,100.32,16608.64
2023,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,Laki-Laki,28959,100.52,18088.52
2023,JAKARTA BARAT,KEBON JERUK,DURI KEPA,Laki-Laki,36824,98.16,20302.23
2023,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,Laki-Laki,15026,99.85,21090.21
2023,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,Laki-Laki,24220,101.92,28629.35
2023,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,Laki-Laki,24828,99.61,31602.03
2023,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,Laki-Laki,34910,99.72,18966.16
2023,JAKARTA BARAT,TAMBORA,DURI SELATAN,Laki-Laki,8578,99.35,44878.59
2023,JAKARTA BARAT,TAMBORA,ROA MALAKA,Laki-Laki,1849,96.0,7135.03
2023,JAKARTA BARAT,TAMBORA,PEKOJAN,Laki-Laki,13971,100.11,35854.93
2023,JAKARTA BARAT,TAMBORA,JEMBATAN LIMA,Laki-Laki,12980,104.34,53699.12
2023,JAKARTA BARAT,TAMBORA,ANGKE,Laki-Laki,17918,103.9,44226.49
2023,JAKARTA BARAT,TAMBORA,JEMBATAN BESI,Laki-Laki,18688,105.06,69842.62
2023,JAKARTA BARAT,TAMBORA,KRENDANG,Laki-Laki,12732,106.06,73954.73
2023,JAKARTA BARAT,TAMBORA,TANAH SEREAL,Laki-Laki,15816,99.57,50577.38
2023,JAKARTA BARAT,TAMBORA,DURI UTARA,Laki-Laki,12101,102.46,64617.38
2023,JAKARTA BARAT,TAMBORA,KALI ANYAR,Laki-Laki,15052,106.16,93555.52
2023,JAKARTA BARAT,TAMBORA,TAMBORA,Laki-Laki,6141,99.32,42785.42
2023,JAKARTA BARAT,TAMAN SARI,PINANGSIA,Laki-Laki,6408,103.96,12823.69
2023,JAKARTA BARAT,TAMAN SARI,GLODOK,Laki-Laki,4260,93.36,23926.88
2023,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,Laki-Laki,10653,102.38,59557.0
2023,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,Laki-Laki,4317,96.75,16003.12
2023,JAKARTA BARAT,TAMAN SARI,TANGKI,Laki-Laki,7589,96.76,40241.9
2023,JAKARTA BARAT,TAMAN SARI,MAPHAR,Laki-Laki,9639,98.72,30809.14
2023,JAKARTA BARAT,TAMAN SARI,KRUKUT,Laki-Laki,11885,101.22,42849.91
2023,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,Laki-Laki,8378,96.7,25054.78
2023,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,Laki-Laki,24404,101.73,20974.27
2023,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,Laki-Laki,23135,98.28,31127.28
2023,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,Laki-Laki,14914,94.66,22600.78
2023,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,Laki-Laki,17564,95.74,23348.53
2023,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,Laki-Laki,17585,98.36,19779.15
2023,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,Laki-Laki,9742,93.67,15167.72
2023,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,Laki-Laki,9970,98.28,19951.78
2023,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,Laki-Laki,53126,101.62,22906.87
2023,JAKARTA BARAT,CENGKARENG,KAPUK,Laki-Laki,88624,103.4,34013.91
2023,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,Laki-Laki,21277,103.24,14050.39
2023,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,Laki-Laki,41594,102.52,22116.82
2023,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,Laki-Laki,52182,101.02,19403.94
2023,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,Laki-Laki,42270,101.01,21340.58
2023,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,Laki-Laki,21956,96.0,6199.15
2023,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,Laki-Laki,30237,96.28,11122.25
2023,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,Laki-Laki,19251,91.75,12843.93
2023,JAKARTA UTARA,PADEMANGAN,ANCOL,Laki-Laki,15704,105.66,3716.34
2023,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,Laki-Laki,47416,104.43,61202.67
2023,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,Laki-Laki,23269,97.54,13480.15
2023,JAKARTA UTARA,CILINCING,SEMPER BARAT,Laki-Laki,44685,101.54,27556.69
2023,JAKARTA UTARA,CILINCING,ROROTAN,Laki-Laki,29981,102.14,6043.56
2023,JAKARTA UTARA,CILINCING,SEMPER TIMUR,Laki-Laki,23648,101.64,10548.84
2023,JAKARTA UTARA,CILINCING,KALIBARU,Laki-Laki,45707,104.7,18040.78
2023,JAKARTA UTARA,CILINCING,MARUNDA,Laki-Laki,20523,103.24,4993.19
2023,JAKARTA UTARA,CILINCING,SUKAPURA,Laki-Laki,34474,100.34,11960.89
2023,JAKARTA UTARA,CILINCING,CILINCING,Laki-Laki,30387,102.67,8242.87
2023,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,Laki-Laki,28070,103.3,27470.66
2023,JAKARTA UTARA,KOJA,TUGU SELATAN,Laki-Laki,26444,102.98,28081.05
2023,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,Laki-Laki,22259,102.25,34894.25
2023,JAKARTA UTARA,KOJA,LAGOA,Laki-Laki,38450,101.16,48610.19
2023,JAKARTA UTARA,KOJA,TUGU UTARA,Laki-Laki,44296,100.94,36951.74
2023,JAKARTA UTARA,KOJA,KOJA,Laki-Laki,18168,106.49,13704.38
2023,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,Laki-Laki,28689,102.13,52438.1
2023,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,Laki-Laki,43645,97.69,16802.85
2023,JAKARTA UTARA,TANJUNG PRIOK,KEBON BAWANG,Laki-Laki,32010,102.19,36900.18
2023,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,Laki-Laki,18941,102.88,15705.61
2023,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,Laki-Laki,25375,101.63,16384.54
2023,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,Laki-Laki,40370,100.78,15658.27
2023,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,Laki-Laki,21854,102.23,11223.69
2023,JAKARTA UTARA,PENJARINGAN,PLUIT,Laki-Laki,29120,95.57,8158.22
2023,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,Laki-Laki,45416,100.08,24678.31
2023,JAKARTA UTARA,PENJARINGAN,KAPUK MUARA,Laki-Laki,23872,100.87,5180.76
2023,JAKARTA UTARA,PENJARINGAN,KAMAL MUARA,Laki-Laki,9221,100.65,1179.4
2023,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,Laki-Laki,59087,105.67,25404.2
2023,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,Laki-Laki,23801,103.0,74664.73
2023,JAKARTA PUSAT,JOHAR BARU,GALUR,Laki-Laki,11317,105.38,82668.94
2023,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,Laki-Laki,13385,102.62,87159.42
2023,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,Laki-Laki,22421,98.96,38547.89
2023,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,Laki-Laki,6612,99.09,18300.37
2023,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,Laki-Laki,13040,99.99,36010.17
2023,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,Laki-Laki,20074,102.61,31355.19
2023,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,Laki-Laki,20951,104.05,46677.87
2023,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,Laki-Laki,12054,101.72,15651.49
